id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Eirene	g__Eirene	4.31441915212419	g__Eirene	0.5429	yellow	0.437	0.411	0.3	0.262	0.16	-0.344	-0.307	0.194	-0.332	-0.0118
g__Fimbriiglobus	g__Fimbriiglobus	48.5203724239453	g__Fimbriiglobus	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Fusarium	g__Fusarium	2.03352469257341	g__Fusarium	0.3926	yellow	0.491	0.142	0.164	0.398	0.503	-0.386	-0.277	0.251	-0.143	0.127
g__Gemmata	g__Gemmata	0.506716548487776	g__Gemmata	0.3478	yellow	0.258	0.118	-0.0428	0.007	0.0803	-0.0665	-0.0761	-0.0009	-0.0476	0.021
g__Haliscomenobacter	g__Haliscomenobacter	0.25088932083709803	g__Haliscomenobacter	0.373	yellow	0.296	0.278	0.338	0.117	0.0947	0.149	-0.0079	0.0629	-0.166	-0.0592
g__Haloferula	g__Haloferula	2.2389790106538903	g__Haloferula	0.5473	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Haptoglossa	g__Haptoglossa	2.15185241771024	g__Haptoglossa	0.3932	yellow	0.227	0.138	0.207	-0.029	-0.102	-0.153	-0.223	0.0154	-0.192	-0.197
g__Herbaspirillum	g__Herbaspirillum	2.7880222488735096	g__Herbaspirillum	0.4729	yellow	0.546	0.257	0.292	0.308	0.294	-0.307	-0.312	0.196	-0.115	0.0647
g__IheB3-7	g__IheB3-7	8.83682578018402	g__IheB3-7	0.7506	yellow	0.326	0.145	-0.0392	0.117	0.0151	-0.22	-0.209	0.189	-0.0752	0.0285
g__JdFR-76	g__JdFR-76	7.31830156267223	g__JdFR-76	0.7288	yellow	0.0911	0.12	0.62	-0.0185	0.121	-0.155	-0.194	-0.0088	-0.0435	-0.0062
g__JGI_0001001-H03	g__JGI_0001001-H03	1.45761229084683	g__JGI_0001001-H03	0.5474	yellow	0.159	0.104	-0.0704	-0.0173	0.0722	-0.0723	0.106	-0.0561	0.0715	0.189
g__Kouleothrix	g__Kouleothrix	7.02766731940019	g__Kouleothrix	0.6666	yellow	0.168	0.0827	-0.0491	0.286	0.437	-0.0955	0.0569	0.103	-0.043	0.0836
g__Leptolinea	g__Leptolinea	4.05255457861228	g__Leptolinea	0.6413	yellow	0.289	0.0742	-0.0613	0.0585	0.235	-0.17	0.0219	0.0911	0.0092	0.0919
g__Leptolyngbya_PCC-6306	g__Leptolyngbya_PCC-6306	5.17181378010791	g__Leptolyngbya_PCC-6306	0.6263	yellow	0.0762	-0.0828	-0.0473	-0.116	0.0089	0.0168	0.0119	-0.0907	0.0919	-0.0585
g__Lutispora	g__Lutispora	48.5203724239453	g__Lutispora	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__Lysinibacillus	g__Lysinibacillus	14.627082029447699	g__Lysinibacillus	0.768	yellow	0.0833	0.14	-0.0481	-0.0492	0.132	-0.164	-0.0731	-0.0239	-0.0241	-0.0505
g__Macalpinomyces	g__Macalpinomyces	0.776538809436907	g__Macalpinomyces	0.4493	yellow	0.419	0.167	0.0307	0.431	0.473	-0.308	-0.134	0.24	-0.176	0.112
g__Meiothermus	g__Meiothermus	3.6219329632125	g__Meiothermus	0.4696	yellow	0.613	0.317	0.212	0.539	0.603	-0.381	-0.249	0.323	-0.228	0.144
g__Methylibium	g__Methylibium	9.48800517342533	g__Methylibium	0.7545	yellow	0.24	0.109	-0.0544	0.021	0.131	-0.162	-0.189	0.156	-0.281	-0.0485
g__Microseira_Carmichael-Alabama	g__Microseira_Carmichael-Alabama	0.268713684868698	g__Microseira_Carmichael-Alabama	0.332	yellow	-0.0028	-0.0902	-0.0354	-0.198	-0.113	0.222	0.0546	-0.131	-0.0209	-0.168
g__Nausithoe	g__Nausithoe	0.30122201203569504	g__Nausithoe	0.3658	yellow	-0.121	0.0496	-0.0665	-0.127	-0.0736	-0.143	-0.0765	-0.132	0.135	-0.0809
g__Neoporphyra	g__Neoporphyra	1.47273564562091	g__Neoporphyra	0.3131	yellow	0.453	0.318	0.267	0.381	0.325	-0.366	-0.247	0.211	-0.275	-0.016
g__norank_c__Berkelbacteria	g__norank_c__Berkelbacteria	5.3624386220606395	g__norank_c__Berkelbacteria	0.5794	yellow	0.418	0.288	0.434	0.231	0.242	-0.248	-0.252	0.133	-0.223	0.0149
g__norank_c__Chitinivibrionia	g__norank_c__Chitinivibrionia	22.112825186603498	g__norank_c__Chitinivibrionia	0.8754	yellow	0.28	0.128	-0.044	0.0154	0.0605	-0.0514	-0.0676	-0.01	-0.049	0.0186
g__norank_c__Gracilibacteria	g__norank_c__Gracilibacteria	1.37513618346046	g__norank_c__Gracilibacteria	0.4087	yellow	0.469	0.326	0.24	0.436	0.451	-0.455	-0.252	0.404	-0.258	-0.0577
g__norank_c__OC31	g__norank_c__OC31	5.187471046346821	g__norank_c__OC31	0.6803	yellow	0.282	0.176	0.294	0.148	0.33	-0.114	-0.0803	0.0287	-0.0738	0.0486
g__norank_c__V2072-189E03	g__norank_c__V2072-189E03	17.801364092471303	g__norank_c__V2072-189E03	0.7942	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_f__A21b	g__norank_f__A21b	48.5203724239453	g__norank_f__A21b	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_f__A4b	g__norank_f__A4b	3.95118537359236	g__norank_f__A4b	0.6947	yellow	0.277	0.169	0.0838	0.0914	0.177	-0.107	-0.157	0.032	-0.13	-0.0017
g__norank_f__Acidimicrobiaceae	g__norank_f__Acidimicrobiaceae	48.5203724239453	g__norank_f__Acidimicrobiaceae	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_f__AKYG1722	g__norank_f__AKYG1722	4.6581746054920306	g__norank_f__AKYG1722	0.6446	yellow	0.25	0.0962	-0.0482	0.0137	0.237	-0.172	-0.0353	0.0348	-0.0816	-0.0195
g__norank_f__Amb-16S-1323	g__norank_f__Amb-16S-1323	2.00883688324778	g__norank_f__Amb-16S-1323	0.5464	yellow	0.343	0.124	-0.0495	0.204	0.342	-0.0565	-0.127	0.046	-0.0726	0.0842
g__norank_f__Bacteroidetes_BD2-2	g__norank_f__Bacteroidetes_BD2-2	7.70027604953796	g__norank_f__Bacteroidetes_BD2-2	0.7468	yellow	0.331	0.157	-0.0719	0.291	0.462	-0.0843	0.0428	0.0819	-0.0731	0.0868
g__norank_f__Caulobacteraceae	g__norank_f__Caulobacteraceae	1.9139765255133998	g__norank_f__Caulobacteraceae	0.4778	yellow	0.522	0.207	0.241	0.38	0.416	-0.19	-0.228	0.223	-0.155	-0.0215
g__norank_f__Christensenellaceae	g__norank_f__Christensenellaceae	34.9592294992434	g__norank_f__Christensenellaceae	0.9002	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_f__cvE6	g__norank_f__cvE6	2.1244266802849903	g__norank_f__cvE6	0.569	yellow	0.405	0.23	0.265	0.237	0.332	-0.292	-0.255	0.19	-0.241	0.0288
g__norank_f__Desulfobacteraceae	g__norank_f__Desulfobacteraceae	32.2838060878312	g__norank_f__Desulfobacteraceae	0.9249	yellow	0.199	0.0856	-0.0443	0.0531	0.208	-0.121	-0.0676	0.0499	-0.0531	-0.0042
g__norank_f__Desulfocapsaceae	g__norank_f__Desulfocapsaceae	35.7365857845052	g__norank_f__Desulfocapsaceae	0.9004	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_f__Desulfosarcinaceae	g__norank_f__Desulfosarcinaceae	48.5203724239453	g__norank_f__Desulfosarcinaceae	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_f__Dysgonomonadaceae	g__norank_f__Dysgonomonadaceae	26.374758761327	g__norank_f__Dysgonomonadaceae	0.8491	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_f__Entotheonellaceae	g__norank_f__Entotheonellaceae	6.34707632163738	g__norank_f__Entotheonellaceae	0.6749	yellow	0.219	0.0961	-0.0248	0.13	0.0484	-0.331	-0.284	0.306	-0.0724	0.0369
g__norank_f__GWF2-29-10	g__norank_f__GWF2-29-10	5.857960684426769	g__norank_f__GWF2-29-10	0.7026	yellow	0.204	0.08	-0.0469	0.129	0.257	-0.115	-0.0224	0.0672	-0.0601	-0.0395
g__norank_f__Isosphaeraceae	g__norank_f__Isosphaeraceae	2.63386932435006	g__norank_f__Isosphaeraceae	0.5224	yellow	0.327	0.0932	0.374	0.116	0.12	-0.083	-0.188	-0.0042	-0.202	-0.167
g__norank_f__Legionellaceae	g__norank_f__Legionellaceae	0.4451354242214411	g__norank_f__Legionellaceae	0.3501	yellow	0.326	0.413	0.24	0.162	0.119	-0.0729	0.0321	0.0419	-0.227	-0.0479
g__norank_f__Paludibacteraceae	g__norank_f__Paludibacteraceae	33.6600437206851	g__norank_f__Paludibacteraceae	0.9236	yellow	0.243	0.117	-0.0464	0.0244	0.172	-0.0835	-0.0757	0.0187	-0.0492	0.0556
g__norank_f__Pirellulaceae	g__norank_f__Pirellulaceae	0.64143846063201	g__norank_f__Pirellulaceae	0.4285	yellow	0.476	0.196	0.311	0.0772	0.0755	-0.191	-0.242	0.0123	-0.0974	-0.0763
g__norank_f__Polyangiaceae	g__norank_f__Polyangiaceae	7.363550940077451	g__norank_f__Polyangiaceae	0.6438	yellow	0.267	0.172	0.455	0.112	0.143	-0.104	-0.105	-0.0102	-0.0704	-0.0476
g__norank_f__SB-5	g__norank_f__SB-5	21.950148579159197	g__norank_f__SB-5	0.8518	yellow	0.149	0.0084	-0.0515	-0.0157	0.138	-0.0926	-0.0574	-0.0081	-0.0155	-0.0552
g__norank_f__Spirochaetaceae	g__norank_f__Spirochaetaceae	14.336316223971801	g__norank_f__Spirochaetaceae	0.8505	yellow	0.312	0.192	0.121	0.197	0.356	-0.219	-0.119	0.114	-0.168	0.0297
g__norank_f__Sporomusaceae	g__norank_f__Sporomusaceae	15.9395557260079	g__norank_f__Sporomusaceae	0.7827	yellow	0.124	0.0088	-0.0455	-0.0639	0.0751	-0.0848	-0.0947	-0.0148	0.0188	-0.0178
g__norank_f__Xanthobacteraceae	g__norank_f__Xanthobacteraceae	2.5362354064705803	g__norank_f__Xanthobacteraceae	0.4482	yellow	0.559	0.36	0.206	0.569	0.614	-0.307	-0.169	0.308	-0.237	0.133
g__norank_o__1-20	g__norank_o__1-20	0.11386057480675998	g__norank_o__1-20	0.299	yellow	0.126	0.061	0.213	-0.0443	0.165	-0.136	-0.131	-0.0494	0.169	0.0398
g__norank_o__Absconditabacteriales_SR1	g__norank_o__Absconditabacteriales_SR1	5.61272492481683	g__norank_o__Absconditabacteriales_SR1	0.6588	yellow	0.232	0.162	0.498	0.122	0.256	-0.173	-0.145	0.0588	-0.18	-0.0794
g__norank_o__Candidatus_Jorgensenbacteria	g__norank_o__Candidatus_Jorgensenbacteria	2.97817084011212	g__norank_o__Candidatus_Jorgensenbacteria	0.5815	yellow	0.0029	-0.115	-0.0557	-0.135	0.0107	-0.0135	0.0089	-0.109	0.16	-0.125
g__norank_o__Candidatus_Moranbacteria	g__norank_o__Candidatus_Moranbacteria	3.9261297298452003	g__norank_o__Candidatus_Moranbacteria	0.6511	yellow	0.186	0.126	0.394	-0.0004	0.204	-0.192	-0.135	0.0106	-0.0726	-0.021
g__norank_o__Candidatus_Pacebacteria	g__norank_o__Candidatus_Pacebacteria	5.724773111829281	g__norank_o__Candidatus_Pacebacteria	0.7105	yellow	0.432	0.172	0.255	0.225	0.19	-0.0923	-0.19	0.011	-0.0992	-0.0728
g__norank_o__Candidatus_Shapirobacteria	g__norank_o__Candidatus_Shapirobacteria	5.8659073373806905	g__norank_o__Candidatus_Shapirobacteria	0.6547	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_o__Candidatus_Yanofskybacteria	g__norank_o__Candidatus_Yanofskybacteria	6.498970829439981	g__norank_o__Candidatus_Yanofskybacteria	0.7569	yellow	0.331	0.143	-0.0637	0.0525	0.127	-0.0974	-0.122	0.0684	-0.202	-0.0413
g__norank_o__CCM11a	g__norank_o__CCM11a	48.5203724239453	g__norank_o__CCM11a	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_o__Elev-16S-1166	g__norank_o__Elev-16S-1166	1.10277054821622	g__norank_o__Elev-16S-1166	0.5248	yellow	0.307	0.14	-0.0442	0.0294	0.023	-0.0226	-0.0496	-0.0257	-0.0493	0.0136
g__norank_o__Elev-16S-573	g__norank_o__Elev-16S-573	3.65736152391672	g__norank_o__Elev-16S-573	0.6386	yellow	0.29	0.107	-0.0474	-0.0029	0.112	-0.201	-0.115	0.0658	-0.0396	-0.0195
g__norank_o__eub62A3	g__norank_o__eub62A3	18.9571276285346	g__norank_o__eub62A3	0.8552	yellow	0.287	0.131	-0.0443	0.0184	0.0529	-0.0456	-0.0642	-0.0134	-0.0493	0.0177
g__norank_o__Gastranaerophilales	g__norank_o__Gastranaerophilales	3.57955412254099	g__norank_o__Gastranaerophilales	0.6119	yellow	0.117	-0.0641	-0.0597	-0.044	0.133	0.0064	0.0373	-0.0677	0.0795	-0.0413
g__norank_o__GOUTB8	g__norank_o__GOUTB8	11.815129039879999	g__norank_o__GOUTB8	0.7472	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_o__Ignavibacteriales	g__norank_o__Ignavibacteriales	30.068887335654804	g__norank_o__Ignavibacteriales	0.8975	yellow	0.2	0.0912	-0.0481	-0.0196	0.126	-0.121	-0.158	0.0858	-0.193	-0.0176
g__norank_o__LD1-PA32	g__norank_o__LD1-PA32	48.5203724239453	g__norank_o__LD1-PA32	0.9468	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_o__Micavibrionales	g__norank_o__Micavibrionales	2.09410388939924	g__norank_o__Micavibrionales	0.5376	yellow	0.228	0.304	0.316	0.0484	0.108	-0.191	-0.029	-0.0635	-0.124	-0.178
g__norank_o__Planctomycetales	g__norank_o__Planctomycetales	0.25490279044503	g__norank_o__Planctomycetales	0.3479	yellow	0.433	-0.251	0.223	0.153	0.0844	0.0525	-0.109	0.0143	-0.0503	-0.324
g__norank_o__Rhizobiales	g__norank_o__Rhizobiales	25.977052915795603	g__norank_o__Rhizobiales	0.8445	yellow	0.16	0.0751	-0.0343	-0.019	0.131	-0.104	-0.093	0.0268	-0.038	0.0258
g__norank_o__SBR1031	g__norank_o__SBR1031	3.62071823161914	g__norank_o__SBR1031	0.6691	yellow	0.308	0.214	0.163	0.217	0.379	-0.298	-0.2	0.183	-0.174	0.0837
g__norank_o__Sphingobacteriales	g__norank_o__Sphingobacteriales	16.276094231773698	g__norank_o__Sphingobacteriales	0.8375	yellow	0.116	0.113	0.465	-0.0196	0.13	-0.149	-0.175	0.0009	-0.0442	0.0026
g__norank_p__WOR-1	g__norank_p__WOR-1	1.22884938954313	g__norank_p__WOR-1	0.4973	yellow	0.15	0.0964	-0.0487	0.0236	0.164	-0.0611	-0.123	0.028	0.0256	0.0776
g__norank_p__WS4	g__norank_p__WS4	5.88948726092091	g__norank_p__WS4	0.6523	yellow	0.0356	-0.121	-0.0486	-0.06	0.0172	-0.0554	-0.322	0.197	0.059	-0.0097
g__OLB13	g__OLB13	6.20750664531373	g__OLB13	0.696	yellow	0.142	0.13	0.495	0.0991	0.236	-0.158	-0.182	0.0838	-0.196	-0.0661
