id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Paragomphus	g__Paragomphus	29.3561466503367	g__Paragomphus	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
g__Peristernia	g__Peristernia	29.3561466503367	g__Peristernia	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
g__Platorchestia	g__Platorchestia	29.3561466503367	g__Platorchestia	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
g__Pontibacter	g__Pontibacter	8.389819575823179	g__Pontibacter	0.8123	lightyellow	0.002	0.129	-0.0284	0.0436	0.0388	-0.0565	-0.098	-0.0034	0.107	0.0318
g__Psectrocladius	g__Psectrocladius	29.3561466503367	g__Psectrocladius	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
g__Pseudochirella	g__Pseudochirella	29.3561466503367	g__Pseudochirella	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
g__Pseudocloeon	g__Pseudocloeon	29.3561466503367	g__Pseudocloeon	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
g__Rhynchobrunnera	g__Rhynchobrunnera	6.75027888427256	g__Rhynchobrunnera	0.7845	lightyellow	0.0149	-0.063	-0.0435	0.0335	0.013	0.0742	-0.0752	-0.0842	0.0875	-0.0304
g__Sandaracinobacter	g__Sandaracinobacter	29.3561466503367	g__Sandaracinobacter	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
g__Trichotheristus	g__Trichotheristus	29.3561466503367	g__Trichotheristus	0.9967	lightyellow	0.0376	0.0589	-0.0343	0.0616	0.0968	0.0342	-0.0793	0.0108	0.0886	0.0911
s__Gymnocypris_namensis	s__Gymnocypris_namensis	0.107684978171131	s__Gymnocypris_namensis	0.3974	lightyellow	0.16	0.113	-0.0586	0.0471	0.101	-0.0942	-0.231	0.193	-0.354	0.0056
s__Lates_calcarifer	s__Lates_calcarifer	11.025639414000098	s__Lates_calcarifer	0.8542	lightyellow	0.207	0.162	-0.0485	0.348	0.315	-0.0995	-0.166	0.173	0.0369	0.234
s__Luciocyprinus_striolatus	s__Luciocyprinus_striolatus	12.5416329876636	s__Luciocyprinus_striolatus	0.8666	lightyellow	-0.0167	0.14	-0.0258	0.0488	0.0732	-0.0697	-0.108	0.0681	0.102	0.268
s__Phoxinus_phoxinus	s__Phoxinus_phoxinus	0.226385229745922	s__Phoxinus_phoxinus	0.3709	lightyellow	0.409	0.105	-0.0414	0.254	0.163	-0.0226	-0.168	0.0105	-0.0594	-0.0555
s__Puntius_snyderi	s__Puntius_snyderi	22.677147053469895	s__Puntius_snyderi	0.9617	lightyellow	0.149	0.0783	-0.0387	0.133	0.109	0.0393	-0.134	0.0099	0.0638	0.0652
s__Rhodeus_sericeus	s__Rhodeus_sericeus	13.2943703939431	s__Rhodeus_sericeus	0.8814	lightyellow	0.203	0.14	-0.0503	0.361	0.339	-0.0497	-0.122	0.134	0.0397	0.194
s__Rhodeus_uyekii	s__Rhodeus_uyekii	25.4029914739148	s__Rhodeus_uyekii	0.9761	lightyellow	0.0478	0.0752	-0.033	0.189	0.172	-0.0429	-0.109	0.121	0.0714	0.143
s__Sinibotia_reevesae	s__Sinibotia_reevesae	23.0694012671805	s__Sinibotia_reevesae	0.9603	lightyellow	0.0071	0.109	-0.0307	0.0565	0.0868	-0.0258	-0.0993	0.0451	0.1	0.199
