id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Lestes	g__Lestes	2.18497832310062	g__Lestes	0.6969	lightcyan	-0.177	-0.318	-0.0394	-0.209	-0.148	0.256	0.21	-0.264	0.414	-0.0482
g__Lubomirskia	g__Lubomirskia	8.08201311421656	g__Lubomirskia	0.8476	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Macrostylis	g__Macrostylis	20.898204550989	g__Macrostylis	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Monomastix	g__Monomastix	0.7165944746737191	g__Monomastix	0.569	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__norank_f__Leptolyngbyaceae	g__norank_f__Leptolyngbyaceae	13.5224433489293	g__norank_f__Leptolyngbyaceae	0.9221	lightcyan	0.0346	-0.141	-0.0371	-0.105	-0.123	0.18	0.0233	-0.148	0.227	-0.156
g__norank_f__Spongiibacteraceae	g__norank_f__Spongiibacteraceae	20.898204550989	g__norank_f__Spongiibacteraceae	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Orectochilus	g__Orectochilus	11.770838243956499	g__Orectochilus	0.9102	lightcyan	-0.119	-0.256	-0.0408	-0.193	-0.125	0.209	0.0053	-0.179	0.339	-0.0931
g__Phaeocystis	g__Phaeocystis	0.42438834040067097	g__Phaeocystis	0.5252	lightcyan	0.217	-0.0965	-0.0799	-0.0032	0.0081	0.0187	-0.0401	-0.0858	0.217	-0.123
g__Phormidium_CYN64	g__Phormidium_CYN64	20.898204550989	g__Phormidium_CYN64	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Placoneis	g__Placoneis	5.79640706403038	g__Placoneis	0.8109	lightcyan	-0.141	-0.28	-0.0529	-0.226	-0.148	0.202	0.103	-0.245	0.368	-0.199
g__Polydora	g__Polydora	20.898204550989	g__Polydora	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Primno	g__Primno	2.06034806736172	g__Primno	0.679	lightcyan	-0.2	-0.347	-0.0597	-0.299	-0.215	0.335	0.167	-0.288	0.437	-0.0483
g__Proasellus	g__Proasellus	20.898204550989	g__Proasellus	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Prodaticus	g__Prodaticus	20.898204550989	g__Prodaticus	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Pseudopolydora	g__Pseudopolydora	2.48604621891139	g__Pseudopolydora	0.7099	lightcyan	-0.228	-0.467	-0.0607	-0.383	-0.226	0.304	0.0894	-0.323	0.347	-0.234
g__Pygospio	g__Pygospio	20.898204550989	g__Pygospio	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Quasitetrastemma	g__Quasitetrastemma	2.63629990768571	g__Quasitetrastemma	0.7096	lightcyan	-0.196	-0.407	-0.0735	-0.255	-0.215	0.192	-0.134	-0.121	0.385	-0.177
g__Rhodomela	g__Rhodomela	8.818100508129039	g__Rhodomela	0.8591	lightcyan	-0.135	-0.0973	-0.0502	-0.145	-0.106	0.17	0.056	-0.158	0.223	-0.0633
g__Schottera	g__Schottera	20.898204550989	g__Schottera	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Scolopocryptops	g__Scolopocryptops	3.0906544961794706	g__Scolopocryptops	0.7242	lightcyan	-0.0742	-0.313	-0.0015	-0.258	-0.145	0.237	-0.0766	-0.142	0.135	-0.192
g__Synechococcus_PCC-7902	g__Synechococcus_PCC-7902	20.898204550989	g__Synechococcus_PCC-7902	0.9928	lightcyan	-0.07	-0.199	-0.0288	-0.136	-0.0919	0.163	0.0155	-0.133	0.255	-0.163
g__Tanytarsus	g__Tanytarsus	1.7493222218128202	g__Tanytarsus	0.6644	lightcyan	-0.197	-0.153	-0.0681	-0.123	-0.0443	0.144	-0.0743	-0.121	0.189	0.0264
g__Tibeticola	g__Tibeticola	0.43392149773765504	g__Tibeticola	0.5272	lightcyan	-0.203	-0.187	-0.0472	-0.206	-0.145	0.127	0.072	-0.263	0.241	-0.126
g__Tima	g__Tima	8.768913297803401	g__Tima	0.8615	lightcyan	-0.153	-0.167	-0.0451	-0.192	-0.0932	0.142	0.128	-0.195	0.309	-0.11
g__Xerobiotus	g__Xerobiotus	18.923434824681102	g__Xerobiotus	0.9806	lightcyan	-0.0756	-0.243	-0.023	-0.178	-0.113	0.194	-0.0091	-0.144	0.238	-0.182
g__ZOR0006	g__ZOR0006	0.8656842646229901	g__ZOR0006	0.5858	lightcyan	-0.111	-0.27	-0.0447	-0.194	-0.133	0.237	0.0428	-0.183	0.286	-0.0254
