id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Parcipromus	g__Parcipromus	21.6784580416266	g__Parcipromus	0.9929	lightgreen										
g__Parietichytrium	g__Parietichytrium	2.97093930048918	g__Parietichytrium	0.7268	lightgreen	-0.103	0.161	-0.0343	-0.0315	-0.06	0.158	0.186	0.043	-0.119	0.0911
g__Phallomedusa	g__Phallomedusa	21.6784580416266	g__Phallomedusa	0.9929	lightgreen										
g__Pheretima	g__Pheretima	10.6784565600873	g__Pheretima	0.8894	lightgreen	-0.0859	0.174	-0.0279	-0.0493	-0.058	-0.204	0.0487	-0.068	-0.0493	-0.139
g__Phormidium_ETS-05	g__Phormidium_ETS-05	21.6784580416266	g__Phormidium_ETS-05	0.9929	lightgreen										
g__Proschkinia	g__Proschkinia	6.2900418399911295	g__Proschkinia	0.8175	lightgreen	-0.0884	0.286	-0.0643	-0.0613	-0.104	0.147	0.254	0.0261	-0.184	-0.0399
g__Protatlanta	g__Protatlanta	21.6784580416266	g__Protatlanta	0.9929	lightgreen										
g__Salinator	g__Salinator	2.08321668568674	g__Salinator	0.6842	lightgreen	-0.175	0.035	-0.0467	-0.141	-0.167	0.0199	-0.0076	-0.207	-0.127	0.0521
g__Schileykula	g__Schileykula	21.6784580416266	g__Schileykula	0.9929	lightgreen										
g__Sigaloeista	g__Sigaloeista	4.505096217283151	g__Sigaloeista	0.7671	lightgreen										
g__Slabberia	g__Slabberia	1.13565978431129	g__Slabberia	0.6153	lightgreen	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Sonderopelta	g__Sonderopelta	21.6784580416266	g__Sonderopelta	0.9929	lightgreen										
g__Stereonephthya	g__Stereonephthya	21.6784580416266	g__Stereonephthya	0.9929	lightgreen										
g__Synechocystis_CCALA_700	g__Synechocystis_CCALA_700	15.874877990261801	g__Synechocystis_CCALA_700	0.9426	lightgreen	-0.0477	0.0946	0.98	-0.006	0.0323	-0.115	-0.186	-0.0444	-0.0219	-0.0394
s__Nibea_albiflora	s__Nibea_albiflora	8.20182863861307	s__Nibea_albiflora	0.857	lightgreen	-0.251	0.107	-0.0698	-0.0907	-0.113	0.11	0.184	-0.244	0.0475	-0.0011
