id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Pectinodesmus	g__Pectinodesmus	6.17377434122008	g__Pectinodesmus	0.8247	skyblue	-0.152	0.108	-0.0321	-0.0324	-0.0113	0.0034	0.0267	-0.0849	0.0503	0.287
g__Pocillopora	g__Pocillopora	15.9354576914063	g__Pocillopora	0.9658	skyblue	-0.166	0.129	-0.0374	-0.0357	-0.0154	-0.0043	0.0284	-0.0936	0.0516	0.332
g__Pristina	g__Pristina	1.78425425014292	g__Pristina	0.6774	skyblue	-0.235	-0.0062	-0.0355	-0.126	-0.101	0.0022	0.0732	-0.151	0.13	0.133
g__Pseudallodiscus	g__Pseudallodiscus	19.347996048060104	g__Pseudallodiscus	0.9947	skyblue	-0.152	0.108	-0.0321	-0.0324	-0.0113	0.0034	0.0267	-0.0849	0.0503	0.287
g__Pseudochattonella	g__Pseudochattonella	1.3280493388016101	g__Pseudochattonella	0.6465	skyblue	-0.308	-0.109	-0.0529	-0.186	-0.136	0.101	-0.0524	-0.0275	0.248	0.38
g__Pyramimonas	g__Pyramimonas	5.18304880248221	g__Pyramimonas	0.8052	skyblue	-0.179	0.18	-0.0575	0.0391	0.0488	-0.0102	0.0238	0.0223	-0.138	0.387
g__Samla	g__Samla	0.49540063234391707	g__Samla	0.5573	skyblue	-0.336	-0.0653	-0.0646	-0.279	-0.232	-0.0392	-0.0386	-0.0412	0.109	0.132
g__Subergorgia	g__Subergorgia	19.347996048060104	g__Subergorgia	0.9947	skyblue	-0.152	0.108	-0.0321	-0.0324	-0.0113	0.0034	0.0267	-0.0849	0.0503	0.287
g__Theatops	g__Theatops	19.347996048060104	g__Theatops	0.9947	skyblue	-0.152	0.108	-0.0321	-0.0324	-0.0113	0.0034	0.0267	-0.0849	0.0503	0.287
g__Thyridosmylus	g__Thyridosmylus	1.4162976106983	g__Thyridosmylus	0.632	skyblue	-0.149	-0.031	-0.0468	-0.0958	-0.0675	0.127	0.0887	-0.139	0.0699	0.129
g__Tylos	g__Tylos	19.347996048060104	g__Tylos	0.9947	skyblue	-0.152	0.108	-0.0321	-0.0324	-0.0113	0.0034	0.0267	-0.0849	0.0503	0.287
g__Xerocrassa	g__Xerocrassa	1.4558330221497602	g__Xerocrassa	0.6599	skyblue	-0.289	0.0282	-0.0575	-0.126	-0.107	-0.0931	-0.0148	-0.0465	0.122	0.173
s__Rhinogobio_cylindricus	s__Rhinogobio_cylindricus	0.47892450779514395	s__Rhinogobio_cylindricus	0.5454	skyblue	-0.243	0.313	-0.0537	-0.0816	-0.0924	-0.201	-0.119	-0.0185	-0.0631	0.43
