id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Eulimnadia	g__Eulimnadia	20.9822843689654	g__Eulimnadia	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Eurythenes	g__Eurythenes	2.3062749389109	g__Eurythenes	0.6865	cyan	0.131	-0.11	-0.0306	0.108	0.117	0.0012	0.0276	-0.0071	0.0451	-0.123
g__Helminthora	g__Helminthora	20.9822843689654	g__Helminthora	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Hygrocybe	g__Hygrocybe	8.58254425598205	g__Hygrocybe	0.86	cyan	0.174	0.0291	-0.0568	0.221	0.27	-0.0935	0.0145	0.121	-0.166	-0.127
g__Kirchenpaueria	g__Kirchenpaueria	20.9822843689654	g__Kirchenpaueria	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Laemodonta	g__Laemodonta	3.8058469140273	g__Laemodonta	0.7458	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Laonice	g__Laonice	20.9822843689654	g__Laonice	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Micromonas	g__Micromonas	3.23353665431285	g__Micromonas	0.7206	cyan	0.0614	-0.0889	-0.0569	0.0473	0.16	0.0748	0.047	-0.0482	0.0519	-0.0112
g__Morula	g__Morula	3.08547843685642	g__Morula	0.7444	cyan	0.0792	0.0891	0.314	0.272	0.316	-0.107	-0.065	0.154	-0.223	-0.0512
g__Myrianida	g__Myrianida	20.9822843689654	g__Myrianida	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Nicolea	g__Nicolea	20.9822843689654	g__Nicolea	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__norank_c__SHA-26	g__norank_c__SHA-26	20.9822843689654	g__norank_c__SHA-26	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__norank_f__Chromatiaceae	g__norank_f__Chromatiaceae	2.6177967267243196	g__norank_f__Chromatiaceae	0.5454	cyan	0.204	0.156	0.588	0.123	0.067	-0.0568	-0.0791	-0.0364	-0.056	-0.0646
g__norank_f__LD-RB-34	g__norank_f__LD-RB-34	4.559700243007531	g__norank_f__LD-RB-34	0.7714	cyan	0.0607	0.096	0.664	0.127	0.184	-0.125	-0.0953	0.0155	-0.0486	-0.0801
g__norank_f__WWH38	g__norank_f__WWH38	2.8224205854021003	g__norank_f__WWH38	0.6392	cyan	0.151	0.138	0.659	0.133	0.126	-0.0921	-0.0914	-0.0145	-0.0561	-0.0759
g__norank_o__Candidatus_Vogelbacteria	g__norank_o__Candidatus_Vogelbacteria	5.37443623043979	g__norank_o__Candidatus_Vogelbacteria	0.7887	cyan	0.275	0.0807	-0.0459	0.157	0.179	-0.175	-0.0034	0.0987	-0.0449	-0.102
g__norank_o__GWA2-38-13b	g__norank_o__GWA2-38-13b	1.97760799862199	g__norank_o__GWA2-38-13b	0.6672	cyan	0.291	0.0905	-0.0586	0.145	0.18	-0.168	-0.0684	0.143	-0.205	-0.137
g__Onychogomphus	g__Onychogomphus	4.62200633777615	g__Onychogomphus	0.7686	cyan	0.08	0.136	-0.0337	0.285	0.334	-0.158	0.0583	0.15	-0.0177	0.164
g__Ophiocordyceps	g__Ophiocordyceps	20.9822843689654	g__Ophiocordyceps	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Optediceros	g__Optediceros	3.19780956493536	g__Optediceros	0.7288	cyan	0.0893	0.0535	-0.042	0.165	0.198	-0.0375	-0.089	0.189	-0.374	-0.103
g__Oscillochloris	g__Oscillochloris	3.1818955982007497	g__Oscillochloris	0.6116	cyan	0.192	0.151	0.602	0.131	0.09	-0.0682	-0.0803	-0.0279	-0.0571	-0.0696
g__Parvocalanus	g__Parvocalanus	3.7595306840541802	g__Parvocalanus	0.7473	cyan	-0.0388	0.0741	-0.0421	0.103	0.178	-0.0284	0.135	-0.0083	0.0099	0.16
g__Platynereis	g__Platynereis	20.9822843689654	g__Platynereis	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Psectrotanypus	g__Psectrotanypus	20.9822843689654	g__Psectrotanypus	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Pseudoanthomastus	g__Pseudoanthomastus	2.59269507581064	g__Pseudoanthomastus	0.7008	cyan	0.0598	-0.103	-0.0472	0.0494	0.0919	0.0978	0.111	-0.0353	0.0015	-0.164
g__Tahibacter	g__Tahibacter	20.9822843689654	g__Tahibacter	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Thiothrix	g__Thiothrix	1.1431019812157	g__Thiothrix	0.6159	cyan	0.161	0.259	0.368	0.0822	0.0748	-0.133	-0.186	0.0628	-0.165	0.0481
g__Thraustotheca	g__Thraustotheca	5.2118020121640996	g__Thraustotheca	0.7866	cyan	0.217	0.0576	-0.0437	0.109	0.154	-0.108	-0.0087	0.0583	-0.0794	-0.102
g__Thuridilla	g__Thuridilla	20.9822843689654	g__Thuridilla	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Triactis	g__Triactis	20.9822843689654	g__Triactis	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
g__Vicingus	g__Vicingus	1.13074911658789	g__Vicingus	0.5221	cyan	0.0273	0.103	0.826	0.0903	0.145	-0.131	-0.134	-0.0043	-0.043	-0.072
g__Wuelkerella	g__Wuelkerella	20.9822843689654	g__Wuelkerella	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
s__Lagocephalus_inermis	s__Lagocephalus_inermis	10.246788563394698	s__Lagocephalus_inermis	0.8954	cyan	0.263	0.115	0.112	0.189	0.241	-0.127	-0.0195	0.079	-0.121	-0.0808
s__Schizothorax_waltoni	s__Schizothorax_waltoni	20.9822843689654	s__Schizothorax_waltoni	0.9894	cyan	0.13	0.0407	-0.0319	0.181	0.222	-0.0618	0.0482	0.0642	-0.0457	-0.0721
