id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__norank_f__Babeliaceae	g__norank_f__Babeliaceae	9.871313574569221	g__norank_f__Babeliaceae	0.8077	tan	0.118	0.191	-0.0529	-0.0252	0.0227	-0.145	-0.0161	-0.0724	-0.0114	-0.0987
g__norank_f__Nostocaceae	g__norank_f__Nostocaceae	27.900461805337702	g__norank_f__Nostocaceae	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__norank_f__Phycisphaeraceae	g__norank_f__Phycisphaeraceae	27.900461805337702	g__norank_f__Phycisphaeraceae	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__norank_f__Solimonadaceae	g__norank_f__Solimonadaceae	6.54412136432053	g__norank_f__Solimonadaceae	0.757	tan	-0.159	0.16	-0.0567	-0.0765	-0.0738	0.0577	0.186	-0.141	0.0014	-0.225
g__norank_f__Solirubrobacteraceae	g__norank_f__Solirubrobacteraceae	10.267159687804199	g__norank_f__Solirubrobacteraceae	0.7982	tan	-0.0993	0.243	-0.0471	-0.0271	-0.0444	0.0708	0.155	-0.0896	-0.074	-0.177
g__norank_o__Xanthomonadales	g__norank_o__Xanthomonadales	1.24438312844829	g__norank_o__Xanthomonadales	0.5361	tan	-0.102	0.463	-0.0536	-0.0564	-0.127	0.154	0.206	0.0128	-0.189	-0.148
g__norank_p__WPS-2	g__norank_p__WPS-2	9.66646831969658	g__norank_p__WPS-2	0.836	tan	-0.0135	0.259	-0.0579	0.0132	-0.0011	0.023	0.137	-0.0916	-0.0699	-0.186
g__Noviherbaspirillum	g__Noviherbaspirillum	0.23946535741581898	g__Noviherbaspirillum	0.3304	tan	0.0081	0.614	0.0984	0.052	-0.0271	-0.0261	0.115	0.0328	-0.315	-0.103
g__Oligometra	g__Oligometra	2.42041108586977	g__Oligometra	0.6493	tan	-0.128	0.201	-0.0386	-0.12	-0.0351	-0.183	0.0148	-0.111	-0.0594	-0.133
g__Ourococcus	g__Ourococcus	0.344844722870143	g__Ourococcus	0.4467	tan	-0.018	0.145	-0.0249	0.55	0.48	-0.233	0.0199	0.262	-0.0384	0.2
g__Panacagrimonas	g__Panacagrimonas	6.16451149252772	g__Panacagrimonas	0.7778	tan	-0.103	0.227	-0.0466	-0.0395	-0.0201	0.0092	0.119	-0.0938	-0.0516	-0.175
g__Parametriocnemus	g__Parametriocnemus	7.5532712111939	g__Parametriocnemus	0.78	tan	-0.0429	0.26	-0.0331	-0.0853	-0.0161	-0.223	-0.0684	-0.091	-0.0448	-0.0148
g__Parandalia	g__Parandalia	17.755967925977302	g__Parandalia	0.8965	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Peredibacter	g__Peredibacter	0.551505026395766	g__Peredibacter	0.5084	tan	0.0013	0.0906	-0.0564	-0.173	-0.0875	-0.0634	-0.0548	-0.173	0.0753	-0.193
g__Phaeostroma	g__Phaeostroma	2.14262143342376	g__Phaeostroma	0.6571	tan	-0.225	0.12	-0.0759	-0.158	-0.0571	-0.0125	0.139	-0.22	0.112	-0.0655
g__Phreatochiltonia	g__Phreatochiltonia	27.900461805337702	g__Phreatochiltonia	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Phyllodoce	g__Phyllodoce	27.900461805337702	g__Phyllodoce	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Pontella	g__Pontella	27.900461805337702	g__Pontella	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Pseudacidovorax	g__Pseudacidovorax	27.900461805337702	g__Pseudacidovorax	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Pseudoxanthobacter	g__Pseudoxanthobacter	12.4569868998156	g__Pseudoxanthobacter	0.8392	tan	-0.101	0.241	-0.0472	-0.0298	-0.0396	0.0584	0.149	-0.0909	-0.0697	-0.178
g__Pterotrachea	g__Pterotrachea	27.900461805337702	g__Pterotrachea	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Sahlingia	g__Sahlingia	16.542439191284302	g__Sahlingia	0.9207	tan	-0.103	0.226	-0.0466	-0.0399	-0.0192	0.0071	0.118	-0.0938	-0.0507	-0.174
g__Scaphander	g__Scaphander	0.40807717129167104	g__Scaphander	0.488	tan	0.0303	0.274	-0.0986	-0.121	-0.102	-0.32	-0.0642	0.0452	-0.12	-0.259
g__Silanimonas	g__Silanimonas	0.939034676650002	g__Silanimonas	0.5475	tan	-0.0331	0.435	0.144	0.0184	-0.024	-0.128	0.104	0.0577	-0.271	-0.198
g__Sinogammarus	g__Sinogammarus	26.266945552586197	g__Sinogammarus	0.9821	tan	-0.104	0.132	-0.0431	-0.0761	0.0099	-0.0712	0.041	-0.107	0.0359	-0.168
g__Sirodotia	g__Sirodotia	14.612539109930902	g__Sirodotia	0.8721	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Theodoxus	g__Theodoxus	0.5675346977174561	g__Theodoxus	0.508	tan	-0.0999	0.219	-0.0662	-0.066	-0.0317	-0.194	-0.0014	-0.169	-0.0355	0.0624
g__Tistrella	g__Tistrella	27.900461805337702	g__Tistrella	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
g__Vermamoeba	g__Vermamoeba	0.5905577733272189	g__Vermamoeba	0.5292	tan	-0.281	-0.125	-0.123	-0.221	-0.191	0.207	0.266	-0.318	0.201	-0.145
g__Vertebrata	g__Vertebrata	0.549893915530444	g__Vertebrata	0.5075	tan	-0.209	-0.0992	-0.112	-0.235	-0.163	-0.0556	-0.0036	-0.129	0.149	-0.305
g__Xanthobacter	g__Xanthobacter	9.77580520857021	g__Xanthobacter	0.846	tan	-0.127	0.269	-0.0538	-0.0474	-0.0306	0.106	0.194	-0.0462	-0.0931	-0.199
g__Zavarzinia	g__Zavarzinia	10.1545250803931	g__Zavarzinia	0.8447	tan	-0.0468	0.253	-0.0544	-0.0468	-0.035	-0.0474	0.102	-0.115	-0.0589	-0.2
g__Zyzzyzus	g__Zyzzyzus	27.900461805337702	g__Zyzzyzus	0.9654	tan	-0.0852	0.134	-0.0339	-0.0579	0.0405	-0.134	0.0068	-0.0797	0.0127	-0.124
