id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Ecnomus	g__Ecnomus	17.5773913171138	g__Ecnomus	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Forcipomyia	g__Forcipomyia	0.7701627202243551	g__Forcipomyia	0.593	darkorange	0.0374	0.245	-0.0518	-0.0201	-0.102	-0.0376	0.0709	-0.119	-0.0771	-0.209
g__Galacantha	g__Galacantha	17.5773913171138	g__Galacantha	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Halopeltis	g__Halopeltis	2.8252753745216697	g__Halopeltis	0.7477	darkorange	-0.13	0.109	-0.0538	-0.0517	-0.125	0.197	0.194	-0.13	-0.034	-0.0935
g__Laeviphitus	g__Laeviphitus	17.5773913171138	g__Laeviphitus	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Lampea	g__Lampea	6.11005005566293	g__Lampea	0.8575	darkorange	-0.0703	0.3	-0.0518	-0.0094	-0.118	0.353	0.329	0.0339	-0.192	-0.189
g__Lechevalieria	g__Lechevalieria	17.5773913171138	g__Lechevalieria	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Marionia	g__Marionia	17.5773913171138	g__Marionia	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Milnesium	g__Milnesium	2.25002301089223	g__Milnesium	0.7128	darkorange	-0.125	0.193	-0.0466	0.0116	-0.0854	0.173	0.13	-0.0977	-0.0893	0.116
g__Mysis	g__Mysis	2.14588110564081	g__Mysis	0.642	darkorange	-0.259	0.226	-0.0771	-0.0893	-0.177	0.409	0.38	-0.0825	-0.0905	0.0199
g__Myxococcus	g__Myxococcus	17.5773913171138	g__Myxococcus	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Nozeba	g__Nozeba	17.5773913171138	g__Nozeba	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Paraborniella	g__Paraborniella	3.25477946811877	g__Paraborniella	0.737	darkorange	-0.225	0.335	-0.0871	-0.0722	-0.16	0.342	0.375	-0.0325	-0.171	-0.0545
g__Parasesarma	g__Parasesarma	1.3678522727649	g__Parasesarma	0.5914	darkorange	-0.228	0.359	-0.105	-0.107	-0.163	0.203	0.301	-0.0279	-0.225	-0.105
g__Parathalestris	g__Parathalestris	17.5773913171138	g__Parathalestris	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Parviterribacter	g__Parviterribacter	13.9055677447604	g__Parviterribacter	0.9513	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Permianibacter	g__Permianibacter	4.39216562812911	g__Permianibacter	0.7888	darkorange	-0.0778	0.252	-0.0275	0.0046	-0.125	0.11	0.151	-0.0544	-0.0699	-0.154
g__Phlyctis	g__Phlyctis	17.5773913171138	g__Phlyctis	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Polyneura	g__Polyneura	3.1657541481056297	g__Polyneura	0.7166	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Pteromicra	g__Pteromicra	17.5773913171138	g__Pteromicra	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Sacculina	g__Sacculina	0.639266266363608	g__Sacculina	0.578	darkorange	-0.0332	0.314	-0.0974	0.016	-0.0325	-0.0068	0.0229	0.16	-0.211	-0.0777
g__Themisto	g__Themisto	17.5773913171138	g__Themisto	0.989	darkorange	-0.0559	0.203	-0.0321	0.0152	-0.0942	0.211	0.199	-0.048	-0.109	-0.124
g__Trichobilharzia	g__Trichobilharzia	6.942317743651429	g__Trichobilharzia	0.8657	darkorange	-0.128	0.309	-0.0539	-0.0104	-0.126	0.38	0.357	0.0331	-0.204	-0.0971
g__Ulosa	g__Ulosa	2.50728999524833	g__Ulosa	0.6628	darkorange	-0.208	0.332	-0.0737	-0.0561	-0.151	0.409	0.408	0.0129	-0.199	-0.0483
