id	name	connectivity	gene_id	kme	module	TN_corr	Temperature_corr	NH3N_corr	TP_corr	TUB_corr	DO_corr	pH_corr	COD_corr	EC_corr	V_corr
g__Kazachstania	g__Kazachstania	15.3894783633961	g__Kazachstania	0.9932	saddlebrown	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
g__Lachnospiraceae_FCS020_group	g__Lachnospiraceae_FCS020_group	15.3894783633961	g__Lachnospiraceae_FCS020_group	0.9932	saddlebrown	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
g__Neocaridina	g__Neocaridina	15.3894783633961	g__Neocaridina	0.9932	saddlebrown	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
g__Nilotanypus	g__Nilotanypus	15.3894783633961	g__Nilotanypus	0.9932	saddlebrown	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
g__Obama	g__Obama	0.895462306459933	g__Obama	0.6374	saddlebrown	-0.0195	-0.334	-0.0268	-0.0935	-0.223	0.175	0.129	-0.203	0.175	-0.237
g__Portieria	g__Portieria	1.1725525993634098	g__Portieria	0.6574	saddlebrown	-0.0908	-0.24	-0.0452	-0.15	-0.111	0.0801	0.0546	-0.169	0.138	-0.207
g__Psaromenia	g__Psaromenia	1.9920322115134799	g__Psaromenia	0.7184	saddlebrown	-0.0674	-0.256	-0.0428	-0.0936	-0.134	0.0853	0.0164	-0.195	0.0757	-0.234
g__Selenomonas	g__Selenomonas	0.492895868316076	g__Selenomonas	0.5458	saddlebrown	-0.245	-0.41	-0.0695	-0.234	-0.204	0.113	-0.108	-0.0734	0.311	-0.142
g__Tausonia	g__Tausonia	3.32240084247301	g__Tausonia	0.7827	saddlebrown	-0.0826	-0.377	-0.0358	-0.115	-0.173	0.1	-0.15	0.0319	0.164	-0.179
g__Timea	g__Timea	0.165898346333533	g__Timea	0.4806	saddlebrown	0.46	-0.18	0.0365	0.255	-0.0553	0.129	-0.114	-0.0366	-0.051	-0.206
g__Urocleidoides	g__Urocleidoides	2.06665170394677	g__Urocleidoides	0.7174	saddlebrown	-0.0929	-0.0253	-0.0226	-0.0906	-0.124	-0.086	-0.0091	-0.108	0.0976	-0.183
s__Leiocassis_longirostris	s__Leiocassis_longirostris	3.5545181636976	s__Leiocassis_longirostris	0.7978	saddlebrown	-0.0487	-0.441	-0.0345	-0.174	-0.223	0.189	0.128	-0.245	0.196	-0.307
s__Pseudobagrus_albomarginatus	s__Pseudobagrus_albomarginatus	15.3894783633961	s__Pseudobagrus_albomarginatus	0.9932	saddlebrown	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
s__Tachysurus_ussuriensis	s__Tachysurus_ussuriensis	15.3894783633961	s__Tachysurus_ussuriensis	0.9932	saddlebrown	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
s__Triplophysa_bleekeri	s__Triplophysa_bleekeri	2.21428832114617	s__Triplophysa_bleekeri	0.7291	saddlebrown	-0.0589	-0.231	-0.0586	-0.148	-0.173	0.08	0.102	-0.224	0.113	-0.106
s__Triplophysa_stenura	s__Triplophysa_stenura	15.3894783633961	s__Triplophysa_stenura	0.9932	saddlebrown	-0.0705	-0.183	-0.0339	-0.107	-0.086	0.0442	0.0426	-0.125	0.0783	-0.163
